player_a,player_b,player_c,condition,round_type,score_a,score_b,score_c,best_player,best_score,best_vs_second,recommendation,winner_raw,actual_winner,is_push,push_type,color_a,color_b,color_c,exec_a,exec_b,exec_c,upside_a,upside_b,upside_c
Ewen Ferguson,Guido Migliozzi,Joakim Lagergren,Calm,Open,-6.0129473429151385,-6.103294108272843,-7.076348631915785,A,-6.0129473429151385,0.09034676535770458,SLIGHT: A favored,Joakim Lagergren,Joakim Lagergren,False,,Yellow,Yellow,Purple,25,73,50,50.0,69.0,50.0
Minkyu Kim,Anirban Lahiri,Yosuke Asaji,Calm,Open,-6.103294108272843,-6.0129473429151385,-6.103294108272843,B,-6.0129473429151385,0.09034676535770458,SLIGHT: B favored,Anirban Lahiri,Anirban Lahiri,False,,Yellow,Yellow,Yellow,50,49,50,50.0,57.0,50.0
Daniel Kiragu,Matthew Baldwin,Ryan Peake,Calm,Open,-6.0129473429151385,-6.564241027910402,-6.103294108272843,A,-6.0129473429151385,0.09034676535770458,SLIGHT: A favored,Matthew Baldwin,Matthew Baldwin,False,,Yellow,Yellow,Yellow,25,48,50,50.0,78.0,50.0
Sami Valimaki,J.T. Poston,Rico Hoey,Tough,Open,5.071533382245045,5.091911764705882,0.06690340178065957,B,5.091911764705882,0.02037838246083723,SLIGHT: B favored,Sami Valimaki,Sami Valimaki,False,,Yellow,Green,Blue,25,51,50,75.0,82.0,75.0
Edwin Mudanyi,Albin Bergstrom,Jovan Rebula,Calm,Open,-6.119999625799575,-6.103294108272843,-6.759287348831288,B,-6.103294108272843,0.01670551752673166,SLIGHT: B favored,Albin Bergstrom,Albin Bergstrom,False,,Blue,Yellow,Green,25,55,25,50.0,62.0,50.0
Heinrich Bruiners,Romain Langasque,Jean Hugo,Moderate,Open,-7.18010032898105,-7.18010032898105,-8.127067722374239,A,-7.18010032898105,0.0,SKIP: No edge,Romain Langasque,Romain Langasque,False,,Yellow,Yellow,Yellow,25,49,50,50.0,56.0,50.0
Vince Whaley,Kristoffer Reitan,Johnny Keefer,Calm,Open,-6.103294108272843,-6.103294108272843,-6.2880345882637325,A,-6.103294108272843,0.0,SKIP: No edge,Vince Whaley,Vince Whaley,False,,Yellow,Yellow,Blue,50,71,50,50.0,65.0,50.0
Wilco Nienaber,Hennie du Plessis,Rafa Cabrera Bello,Calm,Open,-9.789553822772817,-6.103294108272843,-6.103294108272843,B,-6.103294108272843,0.0,SKIP: No edge,Push (Wilco Nienaber / Hennie du Plessis / Rafa Cabrera Bello),,True,2-way,Green,Yellow,Yellow,50,57,50,50.0,57.0,50.0
Jason Scrivener,Charl Barnard,Haydn Porteous,Calm,Open,-6.103294108272843,-6.103294108272843,-6.103294108272843,A,-6.103294108272843,0.0,SKIP: No edge,Haydn Porteous,Haydn Porteous,False,,Yellow,Yellow,Yellow,50,57,50,50.0,57.0,50.0
Ernie Els,Judd Sundelson,Dylan Naidoo,Calm,Open,-6.103294108272843,-7.076348631915785,-6.103294108272843,A,-6.103294108272843,0.0,SKIP: No edge,Judd Sundelson,Judd Sundelson,False,,Yellow,Purple,Yellow,50,57,50,50.0,57.0,50.0
Joakim Lagergren,Hennie Otto,Jonathan Broomhead,Calm,Open,-6.2880345882637325,-6.2880345882637325,-6.2880345882637325,A,-6.2880345882637325,0.0,SKIP: No edge,Hennie Otto,Hennie Otto,False,,Blue,Blue,Blue,50,70,50,50.0,70.0,50.0
Ryan Gerard,Adam Scott,Patrick Rodgers,Tough,Open,-4.459308807134894,1.5388742561701303,1.5388742561701303,B,1.5388742561701303,0.0,SKIP: No edge,Adam Scott,Adam Scott,False,,Purple,Blue,Blue,50,55,50,50.0,62.0,50.0
Andrew Novak,Brian Harman,Nick Taylor,Tough,Open,5.071533382245045,6.382978723404256,6.382978723404256,B,6.382978723404256,0.0,SKIP: No edge,Andrew Novak,Andrew Novak,False,,Yellow,Yellow,Yellow,25,55,50,75.0,62.0,50.0
Tom Hoge,Bud Cauley,Matti Schmid,Tough,Open,11.986426999266325,-5.8573853989813225,11.986426999266325,A,11.986426999266325,0.0,SKIP: No edge,Matti Schmid,Matti Schmid,False,,Yellow,Purple,Yellow,25,48,25,50.0,78.0,50.0
Martin Couvra,Daniel van Tonder,Dylan Naidoo,Moderate,Open,-0.12067238993215401,-0.12067238993215401,-7.18010032898105,A,-0.12067238993215401,0.0,SKIP: No edge,Daniel van Tonder,Daniel van Tonder,False,,Yellow,Yellow,Yellow,75,79,25,75.0,78.0,50.0
Alexander Levy,Todd Clements,Ricardo Gouveia,Calm,Open,-6.2880345882637325,-7.076348631915785,-6.2880345882637325,A,-6.2880345882637325,0.0,SKIP: No edge,Ricardo Gouveia,Ricardo Gouveia,False,,Blue,Purple,Blue,50,55,50,50.0,62.0,50.0
Jacques Kruyswijk,Freddy Schott,Thriston Lawrence,Calm,Open,-6.0129473429151385,-6.564241027910402,-6.0129473429151385,A,-6.0129473429151385,0.0,SKIP: No edge,Thriston Lawrence,Thriston Lawrence,False,,Yellow,Yellow,Yellow,25,48,25,50.0,78.0,50.0
Dylan Mostert,Stefano Mazzoli,Karabo Mokoena,Moderate,Open,-8.815040377057523,-7.18010032898105,-7.18010032898105,B,-7.18010032898105,0.0,SKIP: No edge,Dylan Mostert,Dylan Mostert,False,,Yellow,Yellow,Yellow,50,49,25,75.0,56.0,50.0
Jacques Blaauw,Jordan Gumberg,Sebastian Soderberg,Calm,Open,-6.103294108272843,-7.076348631915785,-6.103294108272843,A,-6.103294108272843,0.0,SKIP: No edge,Jacques Blaauw,Jacques Blaauw,False,,Yellow,Purple,Yellow,50,57,50,50.0,57.0,50.0
Andrea Pavan,Romain Langasque,MJ Viljoen,Calm,Open,-6.103294108272843,-6.103294108272843,-6.103294108272843,A,-6.103294108272843,0.0,SKIP: No edge,MJ Viljoen,MJ Viljoen,False,,Yellow,Yellow,Yellow,50,70,50,50.0,70.0,50.0
Alex Smalley,Justin Lower,Max McGreevy,Calm,Open,-10.621714015079947,-6.103294108272843,-6.103294108272843,B,-6.103294108272843,0.0,SKIP: No edge,Alex Smalley,Alex Smalley,False,,Blue,Yellow,Yellow,50,71,50,75.0,65.0,50.0
Kiradech Aphibarnrat,Deon Germishuys,Yuto Katsuragawa,Calm,Open,-6.103294108272843,-6.103294108272843,-6.103294108272843,A,-6.103294108272843,0.0,SKIP: No edge,Kiradech Aphibarnrat,Kiradech Aphibarnrat,False,,Yellow,Yellow,Yellow,50,57,50,50.0,66.0,50.0
Anirban Lahiri,Wade Ormsby,Danny Lee,Moderate,Open,0.7769622730033564,-8.127067722374239,0.7769622730033564,A,0.7769622730033564,0.0,SKIP: No edge,Danny Lee,Danny Lee,False,,Purple,Yellow,Purple,50,69,50,50.0,73.0,50.0
Martin Kaymer,Ben Campbell,Laurie Canter,Moderate,Open,-3.1430222114709085,-7.004717196146538,-3.1430222114709085,A,-3.1430222114709085,0.0,SKIP: No edge,Push (Ben Campbell / Laurie Canter),,True,2-way,Green,Blue,Green,50,56,50,50.0,69.0,50.0
Anthony Kim,Carlos Ortiz,Byeong-Hun An,Moderate,Open,0.7769622730033564,-14.743440768148737,0.7769622730033564,A,0.7769622730033564,0.0,SKIP: No edge,Push (Anthony Kim / Carlos Ortiz),,True,2-way,Purple,Orange,Purple,50,51,50,50.0,48.0,50.0
Charles Howell III,Richard T. Lee,Tom McKibbin,Moderate,Open,-3.1430222114709085,0.7769622730033564,0.7769622730033564,B,0.7769622730033564,0.0,SKIP: No edge,Richard T. Lee,Richard T. Lee,False,,Green,Purple,Purple,50,74,50,50.0,72.0,50.0
Tyrrell Hatton,Thomas Pieters,Cameron Smith,Moderate,Open,-7.004717196146538,-8.127067722374239,-7.004717196146538,A,-7.004717196146538,0.0,SKIP: No edge,Tyrrell Hatton,Tyrrell Hatton,False,,Blue,Yellow,Blue,50,69,50,50.0,73.0,50.0
Jacques Kruyswijk,Niklas Norgaard,Ewen Ferguson,Calm,Open,-6.103294108272843,-6.103294108272843,-6.103294108272843,A,-6.103294108272843,0.0,SKIP: No edge,Ewen Ferguson,Ewen Ferguson,False,,Yellow,Yellow,Yellow,50,57,50,50.0,66.0,50.0
Heinrich Bruiners,Dylan Mostert,Ben Schmidt,Calm,Open,-6.103294108272843,-6.103294108272843,-6.2880345882637325,A,-6.103294108272843,0.0,SKIP: No edge,Ben Schmidt,Ben Schmidt,False,,Yellow,Yellow,Blue,50,57,50,50.0,66.0,50.0
Tom Hoge,Denny McCarthy,Nicolai Hojgaard,Moderate,Open,-13.935419213444785,-13.99490841106625,-13.935419213444785,A,-13.935419213444785,0.0,SKIP: No edge,Nicolai Hojgaard,Nicolai Hojgaard,False,,Yellow,Blue,Yellow,25,31,25,25.0,46.0,25.0
Lee Hodges,Andrew Putnam,Sam Stevens,Moderate,Open,-8.815040377057523,-9.769616348563716,-8.815040377057523,A,-8.815040377057523,0.0,SKIP: No edge,Lee Hodges,Lee Hodges,False,,Yellow,Green,Yellow,50,31,50,75.0,46.0,75.0
Patton Kizzire,Seamus Power,Johnny Keefer,Moderate,Open,-8.815040377057523,-8.815040377057523,-13.935419213444785,A,-8.815040377057523,0.0,SKIP: No edge,Seamus Power,Seamus Power,False,,Yellow,Yellow,Yellow,50,56,25,75.0,86.0,25.0
Scottie Scheffler,Tommy Fleetwood,Justin Thomas,Moderate,Open,0.7769622730033564,0.7769622730033564,-7.868072983664332,A,0.7769622730033564,0.0,SKIP: No edge,Justin Thomas,Justin Thomas,False,,Purple,Purple,Yellow,50,53,25,50.0,68.0,75.0
Michael Brennan,Ryan Gerard,Max Homa,Calm,Open,-6.103294108272843,-6.2880345882637325,-6.103294108272843,A,-6.103294108272843,0.0,SKIP: No edge,Michael Brennan,Michael Brennan,False,,Yellow,Blue,Yellow,50,57,50,50.0,66.0,50.0
Adam Scott,Ryan Gerard,Patrick Rodgers,Tough,Open,1.5388742561701303,-4.459308807134894,1.5388742561701303,A,1.5388742561701303,0.0,SKIP: No edge,Adam Scott,Adam Scott,False,,Blue,Purple,Blue,50,73,50,50.0,69.0,50.0
Connor Syme,Dan Bradbury,Shubhankar Sharma,Moderate,Open,-7.004717196146538,-4.54196252675938,-4.54196252675938,B,-4.54196252675938,0.0,SKIP: No edge,Dan Bradbury,Dan Bradbury,False,,Blue,Blue,Blue,50,49,25,50.0,56.0,50.0
Mackenzie Hughes,Thorbjorn Olesen,Chandler Phillips,Calm,Open,-5.01811508652674,-9.789553822772817,-5.01811508652674,A,-5.01811508652674,0.0,SKIP: No edge,Thorbjorn Olesen,Thorbjorn Olesen,False,,Yellow,Green,Yellow,75,57,75,50.0,57.0,50.0
Isaiah Salinda,Rasmus Neergaard-Petersen,A.J. Ewart,Calm,Open,-6.103294108272843,-6.103294108272843,-6.103294108272843,A,-6.103294108272843,0.0,SKIP: No edge,Rasmus Neergaard-Petersen,Rasmus Neergaard-Petersen,False,,Yellow,Yellow,Yellow,50,57,50,50.0,66.0,50.0
Alejandro Tosti,Frankie Capan III,John Vanderlaan,Calm,Open,-6.103294108272843,-6.103294108272843,-6.2880345882637325,A,-6.103294108272843,0.0,SKIP: No edge,Push (Frankie Capan III / John VanDerLaan),,True,2-way,Yellow,Yellow,Blue,50,57,50,50.0,57.0,50.0
Haotong Li,Marcelo Rozo,Davis Chatfield,Calm,Open,-6.103294108272843,-6.2880345882637325,-6.103294108272843,A,-6.103294108272843,0.0,SKIP: No edge,Haotong Li,Haotong Li,False,,Yellow,Blue,Yellow,50,70,50,50.0,70.0,50.0
Patton Kizzire,Andrew Putnam,Kristoffer Reitan,Calm,Open,-6.103294108272843,-6.103294108272843,-9.789553822772817,A,-6.103294108272843,0.0,SKIP: No edge,Kristoffer Reitan,Kristoffer Reitan,False,,Yellow,Yellow,Green,50,57,50,50.0,57.0,50.0
Thriston Lawrence,Freddy Schott,Dylan Frittelli,Calm,Open,-6.103294108272843,1.9508504707498648,1.9508504707498648,B,1.9508504707498648,0.0,SKIP: No edge,Dylan Frittelli,Dylan Frittelli,False,,Yellow,Yellow,Yellow,50,52,50,50.0,45.0,25.0
Toto Thimba Jr,Gregorio De Leo,David Ravetto,Calm,Open,-9.789553822772817,-6.103294108272843,-6.103294108272843,B,-6.103294108272843,0.0,SKIP: No edge,Push (Toto Thimba Jr / Gregorio De Leo),,True,2-way,Green,Yellow,Yellow,50,57,50,50.0,66.0,50.0
Abraham Ancer,Harold Varner III,Paul Casey,Moderate,Open,-3.1430222114709085,-3.1430222114709085,-8.127067722374239,A,-3.1430222114709085,0.0,SKIP: No edge,Paul Casey,Paul Casey,False,,Green,Green,Yellow,50,69,50,50.0,73.0,50.0
Bernd Wiesberger,Christiaan Burke,Todd Clements,Moderate,Open,-4.7298850574712645,-4.7298850574712645,-7.18010032898105,A,-4.7298850574712645,0.0,SKIP: No edge,Christiaan Burke,Christiaan Burke,False,,Green,Green,Yellow,75,79,25,75.0,78.0,50.0
Adrian Meronk,Michael La Sasso,Minkyu Kim,Moderate,Open,-8.127067722374239,-8.127067722374239,-14.882386606837976,A,-8.127067722374239,0.0,SKIP: No edge,Adrian Meronk,Adrian Meronk,False,,Yellow,Yellow,Yellow,50,69,50,50.0,73.0,25.0
Erik van Rooyen,Justin Lower,Carson Young,Calm,Open,-6.103294108272843,-6.103294108272843,-8.363221328763021,A,-6.103294108272843,0.0,SKIP: No edge,Carson Young,Carson Young,False,,Yellow,Yellow,Purple,50,57,75,50.0,57.0,50.0
Scottie Scheffler,Tommy Fleetwood,Justin Thomas,Moderate,Open,0.7769622730033564,0.7769622730033564,-7.868072983664332,A,0.7769622730033564,0.0,SKIP: No edge,Justin Thomas,Justin Thomas,False,,Purple,Purple,Yellow,50,53,25,50.0,68.0,75.0
Matthieu Pavon,Adam Hadwin,Doug Ghim,Calm,Open,-7.936829431588663,-9.789553822772817,-7.936829431588663,A,-7.936829431588663,0.0,SKIP: No edge,Push (Matthieu Pavon / Adam Hadwin),,True,2-way,Green,Green,Green,75,57,75,50.0,57.0,50.0
Austin Eckroat,Danny Willett,Beau Hossler,Calm,Open,-7.076348631915785,-6.103294108272843,-6.103294108272843,B,-6.103294108272843,0.0,SKIP: No edge,Beau Hossler,Beau Hossler,False,,Purple,Yellow,Yellow,50,57,50,50.0,57.0,50.0
Joe Highsmith,Chris Kirk,Keith Mitchell,Calm,Open,-6.103294108272843,-6.103294108272843,-8.363221328763021,A,-6.103294108272843,0.0,SKIP: No edge,Keith Mitchell,Keith Mitchell,False,,Yellow,Yellow,Purple,50,57,75,50.0,66.0,50.0
Nick Dunlap,Kyoung-Hoon Lee,Chad Ramey,Calm,Open,1.9508504707498648,-6.103294108272843,1.9508504707498648,A,1.9508504707498648,0.0,SKIP: No edge,Chad Ramey,Chad Ramey,False,,Yellow,Yellow,Yellow,50,57,50,25.0,57.0,25.0
Ricky Castillo,Adrien Dumont De Chassart,Keita Nakajima,Calm,Open,-5.01811508652674,-6.103294108272843,-5.01811508652674,A,-5.01811508652674,0.0,SKIP: No edge,Ricky Castillo,Ricky Castillo,False,,Yellow,Yellow,Yellow,75,70,75,50.0,70.0,50.0
Jay Singh Sandhu,Jack Buchanan,Hunter Logan,Calm,Open,-7.076348631915785,-13.47647287232165,-7.076348631915785,A,-7.076348631915785,0.0,SKIP: No edge,Jack Buchanan,Jack Buchanan,False,,Purple,Orange,Purple,50,40,50,50.0,52.0,50.0
Shashwat Harish,Alfredo Garcia-Heredia,Clement Sordet,Calm,Open,-6.119999625799575,0.04897972911897308,0.04897972911897308,B,0.04897972911897308,0.0,SKIP: No edge,Alfredo Garcia-Heredia,Alfredo Garcia-Heredia,False,,Blue,Purple,Purple,25,48,25,50.0,78.0,75.0
Junaid Manji,Gregorio De Leo,Niklas Lemke,Calm,Open,-9.789553822772817,-6.103294108272843,-6.103294108272843,B,-6.103294108272843,0.0,SKIP: No edge,Niklas Lemke,Niklas Lemke,False,,Green,Yellow,Yellow,50,73,50,50.0,69.0,50.0
Patton Kizzire,Seamus Power,Johnny Keefer,Moderate,Open,-8.815040377057523,-8.815040377057523,-13.935419213444785,A,-8.815040377057523,0.0,SKIP: No edge,Seamus Power,Seamus Power,False,,Yellow,Yellow,Yellow,50,56,25,75.0,86.0,25.0
Patton Kizzire,Gary Woodland,Adam Hadwin,Calm,Open,-7.936829431588663,-6.103294108272843,-6.103294108272843,B,-6.103294108272843,0.0,SKIP: No edge,Gary Woodland,Gary Woodland,False,,Green,Yellow,Yellow,75,71,50,50.0,65.0,50.0
Sebastian Munoz,Matthew Wolff,David Puig,Calm,Open,-6.2880345882637325,-7.936829431588663,-6.2880345882637325,A,-6.2880345882637325,0.0,SKIP: No edge,David Puig,David Puig,False,,Blue,Green,Blue,50,79,50,50.0,65.0,50.0
Daniel Rodrigues,Jack Yule,Samuel Njoroge,Calm,Open,-6.0129473429151385,-7.076348631915785,-6.0129473429151385,A,-6.0129473429151385,0.0,SKIP: No edge,Daniel Rodrigues,Daniel Rodrigues,False,,Yellow,Purple,Yellow,25,55,25,50.0,62.0,50.0
Nick Taylor,Brian Harman,Andrew Novak,Tough,Open,6.382978723404256,6.382978723404256,5.071533382245045,A,6.382978723404256,0.0,SKIP: No edge,Andrew Novak,Andrew Novak,False,,Yellow,Yellow,Yellow,50,55,25,50.0,62.0,75.0
